image_path,filename,category,width,height,format,mode,size_kb,md5_hash
data\raw\mandatory\mandatory_250_1767976802180.jpg,mandatory_250_1767976802180.jpg,mandatory,162,108,JPEG,RGB,7.9599609375,a088d7857aeaba07d98cbc62fa1440a7
data\raw\mandatory\mandatory_251_1767976802689.jpg,mandatory_251_1767976802689.jpg,mandatory,140,140,JPEG,RGB,10.3974609375,c0ea7f52395429052c58cb0dd3fdf87c
data\raw\mandatory\mandatory_252_1767976803273.jpg,mandatory_252_1767976803273.jpg,mandatory,162,125,JPEG,RGB,5.2763671875,56a4f2308a117f971efe48c5bde2621b
data\raw\mandatory\mandatory_253_1767976803816.jpg,mandatory_253_1767976803816.jpg,mandatory,162,90,JPEG,RGB,8.98046875,234a7791ec00e38d9804de20aed37478
data\raw\mandatory\mandatory_255_1767976804969.jpg,mandatory_255_1767976804969.jpg,mandatory,162,121,JPEG,RGB,9.4951171875,5cf44be6ec6e26bcd2aff5a7a518b8ce
data\raw\mandatory\mandatory_256_1767976825439.jpg,mandatory_256_1767976825439.jpg,mandatory,159,140,JPEG,RGB,7.453125,92e09c1250755def8517ae8a8c7197ba
data\raw\mandatory\mandatory_25_1767269852523.jpg,mandatory_25_1767269852523.jpg,mandatory,1200,630,JPEG,RGB,125.8935546875,04d3ecc219a97738a14c3d6d22e63f62
data\raw\mandatory\mandatory_26_1767269853397.jpg,mandatory_26_1767269853397.jpg,mandatory,733,350,JPEG,RGB,54.181640625,07696121a6fbe6a3a63ac3e214f6016b
data\raw\mandatory\mandatory_28_1767269854976.jpg,mandatory_28_1767269854976.jpg,mandatory,1055,204,JPEG,RGB,38.0361328125,4412600abe65708e01f62c16c4da0567
data\raw\mandatory\mandatory_29_1767269855781.jpg,mandatory_29_1767269855781.jpg,mandatory,194,348,JPEG,RGB,32.521484375,c82f803288b591f2a9a8eb18edb541eb
data\raw\mandatory\mandatory_60_1767269880716.jpg,mandatory_60_1767269880716.jpg,mandatory,600,400,JPEG,RGB,65.97265625,fb80f6fcb4110ff93cc9b8efd7059552
data\raw\mandatory\mandatory_61_1767269881460.jpg,mandatory_61_1767269881460.jpg,mandatory,600,400,JPEG,RGB,63.4052734375,600f24c47ca852861d3b5fd837a1afbf
data\raw\mandatory\mandatory_62_1767269882303.jpg,mandatory_62_1767269882303.jpg,mandatory,600,400,JPEG,RGB,91.515625,f00bf86f9f63e33b87a7d7339fbc4573
data\raw\mandatory\mandatory_63_1767269883145.jpg,mandatory_63_1767269883145.jpg,mandatory,600,400,JPEG,RGB,60.421875,9c2424dc600da60634434308d20599af
data\raw\mandatory\mandatory_64_1767269883977.jpg,mandatory_64_1767269883977.jpg,mandatory,600,400,JPEG,RGB,38.3056640625,e13fb684da642db9e8575aded149fd7c
data\raw\mandatory\mandatory_65_1767269884757.jpg,mandatory_65_1767269884757.jpg,mandatory,600,400,JPEG,RGB,62.48046875,c5b2bb18bbfc38efe121cf9e7c289326
data\raw\mandatory\mandatory_66_1767269885538.jpg,mandatory_66_1767269885538.jpg,mandatory,600,400,JPEG,RGB,66.7177734375,8b173d335cda0ebbc9ef8e434c1c5622
data\raw\mandatory\mandatory_67_1767269886307.jpg,mandatory_67_1767269886307.jpg,mandatory,600,400,JPEG,RGB,44.0390625,12b9b7793ad465560620173df7731428
data\raw\mandatory\mandatory_68_1767269887056.jpg,mandatory_68_1767269887056.jpg,mandatory,600,400,JPEG,RGB,56.1123046875,5d017478239ad6d50489d71f79f3ffe9
data\raw\mandatory\mandatory_69_1767269887824.jpg,mandatory_69_1767269887824.jpg,mandatory,600,400,JPEG,RGB,50.9345703125,4f70cd08cb72afed03e1b0d397fd0fc3
data\raw\mandatory\mandatory_70_1767269888599.jpg,mandatory_70_1767269888599.jpg,mandatory,600,400,JPEG,RGB,72.490234375,a5019482e2ade79b3142006a1561bfbf
data\raw\mandatory\mandatory_71_1767269889381.jpg,mandatory_71_1767269889381.jpg,mandatory,600,400,JPEG,RGB,62.3642578125,42c3a163ed05f918d9af5e41f6b7c83c
data\raw\mandatory\mandatory_72_1767269890140.jpg,mandatory_72_1767269890140.jpg,mandatory,600,400,JPEG,RGB,62.55078125,bd8e59ffeb0fa68c0102bbd9b7ac4191
data\raw\mandatory\mandatory_73_1767269890952.jpg,mandatory_73_1767269890952.jpg,mandatory,600,400,JPEG,RGB,62.181640625,eb23a14c470c3470dc62c6ac11748d6e
data\raw\mandatory\mandatory_74_1767269891731.jpg,mandatory_74_1767269891731.jpg,mandatory,600,400,JPEG,RGB,59.4892578125,b20d937dc304aac39e2e4823102a13e2
data\raw\mandatory\mandatory_75_1767269892516.jpg,mandatory_75_1767269892516.jpg,mandatory,600,400,JPEG,RGB,56.0068359375,48ebac6a9562f9e4fe305d003a5e2dc7
data\raw\mandatory\mandatory_76_1767269893264.jpg,mandatory_76_1767269893264.jpg,mandatory,600,400,JPEG,RGB,58.380859375,15a83df61a44a05054d4a8bb8534bf94
data\raw\mandatory\mandatory_77_1767269894062.jpg,mandatory_77_1767269894062.jpg,mandatory,600,400,JPEG,RGB,63.6982421875,585d5c6c852d3e94c55b9b8f20e412c2
data\raw\mandatory\mandatory_78_1767269894861.jpg,mandatory_78_1767269894861.jpg,mandatory,600,400,JPEG,RGB,81.31640625,2fae5f59259b0ac75028ccae61aa0361
data\raw\mandatory\mandatory_79_1767269895638.jpg,mandatory_79_1767269895638.jpg,mandatory,600,400,JPEG,RGB,57.5771484375,978b32efabcd8d95558e8fa0e9be2d8f
data\raw\mandatory\mandatory_80_1767269896552.jpg,mandatory_80_1767269896552.jpg,mandatory,500,500,JPEG,RGB,60.7490234375,3edce47efb0d857d174d5671e3f791e8
data\raw\mandatory\mandatory_81_1767269897564.jpg,mandatory_81_1767269897564.jpg,mandatory,500,500,JPEG,RGB,49.5,6d27111399e4b4a323e73c21e97e28ab
data\raw\mandatory\mandatory_82_1767269898347.jpg,mandatory_82_1767269898347.jpg,mandatory,500,500,JPEG,RGB,46.2529296875,243628e8444ba24805b1102858fca48d
data\raw\mandatory\mandatory_83_1767269899337.jpg,mandatory_83_1767269899337.jpg,mandatory,500,500,JPEG,RGB,55.9580078125,2557b211ecc6ffb6648698fd6cb2b26f
data\raw\mandatory\mandatory_85_1767269900972.jpg,mandatory_85_1767269900972.jpg,mandatory,75,75,JPEG,RGB,6.3076171875,26b58091fea8487923fad102c7a856b7
data\raw\mandatory\mandatory_87_1767269902637.jpg,mandatory_87_1767269902637.jpg,mandatory,50,50,JPEG,RGB,2.271484375,db3674e49ea78a3960574c03ebf35f4a
data\raw\mandatory\mandatory_88_1767269903521.jpg,mandatory_88_1767269903521.jpg,mandatory,50,50,JPEG,RGB,1.990234375,ae085ad3615d5187779eb04dab608851
data\raw\mandatory\mandatory_89_1767269904271.jpg,mandatory_89_1767269904271.jpg,mandatory,50,50,JPEG,RGB,2.12890625,edd71f9ca972c8cfe0788279938ee5b2
data\raw\mandatory\mandatory_90_1767269905068.jpg,mandatory_90_1767269905068.jpg,mandatory,50,50,JPEG,RGB,1.73828125,cf49c06acaa13a816accdeee41770878
data\raw\mandatory\mandatory_90_1767975926136.jpg,mandatory_90_1767975926136.jpg,mandatory,96,140,JPEG,RGB,9.9091796875,d15de8763f07af1dddc0c92f8db229f3
data\raw\mandatory\mandatory_91_1767269905903.jpg,mandatory_91_1767269905903.jpg,mandatory,50,50,JPEG,RGB,2.017578125,aed969d788a74baf678f6019c00c77c3
data\raw\mandatory\mandatory_98_1767975928092.jpg,mandatory_98_1767975928092.jpg,mandatory,162,91,JPEG,RGB,4.978515625,71033749938f4b0f8301ea1fcba26956
data\raw\mandatory\mandatory_9_1767269839228.jpg,mandatory_9_1767269839228.jpg,mandatory,461,199,JPEG,RGB,9.9951171875,8f7f6b6bceea31085658a29e21c69f7e
data\raw\informative\informative_101_1767267993753.jpg,informative_101_1767267993753.jpg,informative,120,106,JPEG,RGB,6.169921875,3a3e9ab3215b0c324007ec530ffeef61
data\raw\informative\informative_102_1767267994590.jpg,informative_102_1767267994590.jpg,informative,120,106,JPEG,RGB,6.33984375,e7fb446dc6d460aef3dee5d9c0973b0b
data\raw\informative\informative_103_1767267995373.jpg,informative_103_1767267995373.jpg,informative,120,106,JPEG,RGB,6.2265625,9a2154bb38c549587776c6b399c32c27
data\raw\informative\informative_104_1767267996212.jpg,informative_104_1767267996212.jpg,informative,120,106,JPEG,RGB,5.900390625,a09c2c91cd207e6a3ff8a45ad7fab120
data\raw\informative\informative_105_1767267997153.jpg,informative_105_1767267997153.jpg,informative,120,106,JPEG,RGB,5.8857421875,7ea8dfac377fefc6536e801117521183
data\raw\informative\informative_106_1767267997950.jpg,informative_106_1767267997950.jpg,informative,120,106,JPEG,RGB,6.0693359375,a26f430037e13b4b5f6b7180fa7cbb0c
data\raw\informative\informative_107_1767267998801.jpg,informative_107_1767267998801.jpg,informative,120,106,JPEG,RGB,6.041015625,f4b1d66c8972ede90bb10a49b5ef539b
data\raw\informative\informative_108_1767267999568.jpg,informative_108_1767267999568.jpg,informative,120,106,JPEG,RGB,5.9697265625,6be2cfe7305ec5f5c40883c2903ebbfc
data\raw\informative\informative_109_1767268000364.jpg,informative_109_1767268000364.jpg,informative,120,106,JPEG,RGB,5.955078125,21b5fa1c01dd1d2b44c939c2149de2b7
data\raw\informative\informative_10_1767267919975.jpg,informative_10_1767267919975.jpg,informative,120,120,JPEG,RGB,9.03125,35c8b4d4ced6f8699858afa346469fe5
data\raw\informative\informative_111_1767268001939.jpg,informative_111_1767268001939.jpg,informative,120,106,JPEG,RGB,6.4033203125,15f01e749fab1a039a259ffefd54a5b1
data\raw\informative\informative_112_1767268002700.jpg,informative_112_1767268002700.jpg,informative,120,106,JPEG,RGB,6.330078125,fc26c446cf53031063fd908d5337feaa
data\raw\informative\informative_113_1767268003500.jpg,informative_113_1767268003500.jpg,informative,120,106,JPEG,RGB,6.97265625,d74f43c6bf42913394e6737e190f5d1c
data\raw\informative\informative_114_1767268005385.jpg,informative_114_1767268005385.jpg,informative,120,106,JPEG,RGB,6.6201171875,9a8f1f3c69115b69512a79b082072034
data\raw\informative\informative_115_1767268006173.jpg,informative_115_1767268006173.jpg,informative,120,106,JPEG,RGB,7.1875,b0ad66bd905a3e78680df09983650663
data\raw\informative\informative_116_1767268006973.jpg,informative_116_1767268006973.jpg,informative,120,106,JPEG,RGB,6.9130859375,dfb476a66fe3e74628b424f74ea40d44
data\raw\informative\informative_117_1767973634499.jpg,informative_117_1767973634499.jpg,informative,162,101,JPEG,RGB,12.5380859375,85635764e10fd3aa3afaf0a1de55b7ee
data\raw\informative\informative_118_1767268008483.jpg,informative_118_1767268008483.jpg,informative,120,106,JPEG,RGB,6.9853515625,6e5ffc2a339d2690e38525c62805ed67
data\raw\informative\informative_118_1767973635008.jpg,informative_118_1767973635008.jpg,informative,99,140,JPEG,RGB,14.060546875,fe815cf200525c0c04354864c6fd428a
data\raw\informative\informative_119_1767973635498.jpg,informative_119_1767973635498.jpg,informative,162,89,JPEG,RGB,11.5439453125,daac922017778da3199184a51f49eb8f
data\raw\informative\informative_11_1767267920739.jpg,informative_11_1767267920739.jpg,informative,120,120,JPEG,RGB,8.64453125,1c3a7aa5ea2e559d525e23958e0438ba
data\raw\informative\informative_120_1767973636475.jpg,informative_120_1767973636475.jpg,informative,162,106,JPEG,RGB,7.787109375,284d671de999fd994f6a8bcf5100fea3
data\raw\informative\informative_121_1767973637605.jpg,informative_121_1767973637605.jpg,informative,162,121,JPEG,RGB,10.0712890625,e0a8b92828b7c4963d23f38979920e30
data\raw\informative\informative_122_1767973638148.jpg,informative_122_1767973638148.jpg,informative,140,140,JPEG,RGB,18.041015625,293978e38dde1bb0ecae74ff3b37ab68
data\raw\informative\informative_123_1767973638645.jpg,informative_123_1767973638645.jpg,informative,161,140,JPEG,RGB,15.3427734375,bdde09d4c377e68df581e376cdd2119a
data\raw\informative\informative_124_1767973639222.jpg,informative_124_1767973639222.jpg,informative,162,91,JPEG,RGB,8.84375,1ef8eb498cfb5b73bbea182e42a9f770
data\raw\informative\informative_125_1767973639754.jpg,informative_125_1767973639754.jpg,informative,141,140,JPEG,RGB,6.734375,c020dfb9636a3c7159bf693bba1a77d8
data\raw\informative\informative_126_1767973640249.jpg,informative_126_1767973640249.jpg,informative,162,121,JPEG,RGB,10.330078125,10fddb5d489f2eed9f331da53ce6a147
data\raw\informative\informative_127_1767973641263.jpg,informative_127_1767973641263.jpg,informative,93,140,JPEG,RGB,13.142578125,fde5ed373b14d51c862695e375fd4936
data\raw\informative\informative_128_1767973672916.jpg,informative_128_1767973672916.jpg,informative,162,121,JPEG,RGB,13.6826171875,49d276a7768c877e1f45b908080f90b1
data\raw\informative\informative_129_1767973673404.jpg,informative_129_1767973673404.jpg,informative,141,140,JPEG,RGB,5.501953125,272c01b565abf37d0f215d7678255729
data\raw\informative\informative_12_1767267921514.jpg,informative_12_1767267921514.jpg,informative,120,120,JPEG,RGB,8.62109375,663625b403a22dfb84f3bbe77f5b7b6f
data\raw\informative\informative_130_1767973673890.jpg,informative_130_1767973673890.jpg,informative,162,135,JPEG,RGB,8.1953125,ff17f282d67a3305749635b5cc30e66c
data\raw\informative\informative_131_1767973674386.jpg,informative_131_1767973674386.jpg,informative,140,140,JPEG,RGB,8.05078125,57e93c35ef9949b256660bb095052d99
data\raw\informative\informative_132_1767973675386.jpg,informative_132_1767973675386.jpg,informative,162,106,JPEG,RGB,4.36328125,4f8ea90859f26bcbf2dddb8f7bdea723
data\raw\informative\informative_133_1767973675992.jpg,informative_133_1767973675992.jpg,informative,162,121,JPEG,RGB,11.4248046875,de1cf4dfad8646fdb381c9d9711d5c47
data\raw\informative\informative_134_1767973676516.jpg,informative_134_1767973676516.jpg,informative,162,90,JPEG,RGB,6.9150390625,a8cad3d30750a2bbd2e3191a3a2c6ebe
data\raw\informative\informative_135_1767973677518.jpg,informative_135_1767973677518.jpg,informative,140,140,JPEG,RGB,6.4326171875,4412c5a313b372fc118e8b22404cd0ef
data\raw\informative\informative_136_1767973705459.jpg,informative_136_1767973705459.jpg,informative,98,140,JPEG,RGB,9.7099609375,3305ebf1e49d0aab5c2f0be3f176303e
data\raw\informative\informative_137_1767973706104.jpg,informative_137_1767973706104.jpg,informative,162,108,JPEG,RGB,5.7705078125,88c6ce3a7dd1c363fb8535a6289f8500
data\raw\informative\informative_138_1767973706632.jpg,informative_138_1767973706632.jpg,informative,162,135,JPEG,RGB,13.333984375,f3f743ec94f38b52b898d9496e4a578f
data\raw\informative\informative_139_1767973707182.jpg,informative_139_1767973707182.jpg,informative,98,140,JPEG,RGB,8.87890625,e821fedd2155809dc6b81a9c6fa1cab1
data\raw\informative\informative_13_1767267922340.jpg,informative_13_1767267922340.jpg,informative,120,120,JPEG,RGB,9.173828125,6e928d33317638f5a4d2e2501cb0bba6
data\raw\informative\informative_140_1767973707655.jpg,informative_140_1767973707655.jpg,informative,140,140,JPEG,RGB,11.0078125,cd95825cee04d004b6fa0e27aad8422b
data\raw\informative\informative_141_1767973708170.jpg,informative_141_1767973708170.jpg,informative,162,119,JPEG,RGB,13.228515625,3ebe6727b071a84709509812e33db079
data\raw\informative\informative_142_1767973708685.jpg,informative_142_1767973708685.jpg,informative,162,81,JPEG,RGB,9.84375,29c8c7ba2e61d0082fe6ccf1749eceec
data\raw\informative\informative_143_1767973709183.jpg,informative_143_1767973709183.jpg,informative,162,101,JPEG,RGB,10.263671875,ca76e628802f91e4b4a3ad28219dfb2e
data\raw\informative\informative_144_1767973709676.jpg,informative_144_1767973709676.jpg,informative,103,140,JPEG,RGB,9.677734375,80dfe17d5ee79755b399948d8cf02adf
data\raw\informative\informative_145_1767973710158.jpg,informative_145_1767973710158.jpg,informative,162,88,JPEG,RGB,7.8818359375,534e621eb7c68f77e4ad20584db302c6
data\raw\informative\informative_146_1767973710651.jpg,informative_146_1767973710651.jpg,informative,93,140,JPEG,RGB,2.9833984375,5e296d268c95b102af7e3982865057f0
data\raw\informative\informative_14_1767267923137.jpg,informative_14_1767267923137.jpg,informative,120,120,JPEG,RGB,9.220703125,f2ba9c43c8a47844e6217fc751aacfc7
data\raw\informative\informative_151_1767268034800.jpg,informative_151_1767268034800.jpg,informative,120,106,JPEG,RGB,6.685546875,20060434b8b1bb11f8894000d158db7f
data\raw\informative\informative_15_1767267923941.jpg,informative_15_1767267923941.jpg,informative,120,120,JPEG,RGB,7.8974609375,47e5f134595e8d1a61d65ee252d2fd51
data\raw\informative\informative_160_1767268041691.jpg,informative_160_1767268041691.jpg,informative,120,106,JPEG,RGB,7.517578125,22cfe516894d6d66d895c4b6fea5a89c
data\raw\informative\informative_161_1767268042472.jpg,informative_161_1767268042472.jpg,informative,120,171,JPEG,RGB,10.384765625,9eb2d07145a3fd089ad42013826ec9b9
data\raw\informative\informative_166_1767268046240.jpg,informative_166_1767268046240.jpg,informative,120,120,JPEG,RGB,7.7705078125,17121866e9846ac7f5daf4e007d3c9ae
data\raw\informative\informative_16_1767267924691.jpg,informative_16_1767267924691.jpg,informative,120,120,JPEG,RGB,8.365234375,b1396b41685b0eeffbe3d57a7254a721
data\raw\informative\informative_17_1767267925473.jpg,informative_17_1767267925473.jpg,informative,120,120,JPEG,RGB,7.810546875,59fbdca9cc5499880e0cef11e46688d7
data\raw\informative\informative_18_1767267926257.jpg,informative_18_1767267926257.jpg,informative,120,120,JPEG,RGB,8.6357421875,60a59ab338ba68975de907296e174e03
data\raw\informative\informative_19_1767267927066.jpg,informative_19_1767267927066.jpg,informative,120,120,JPEG,RGB,8.494140625,f60b7fa835b5d1c14df7848fe0821248
data\raw\informative\informative_20_1767267927917.jpg,informative_20_1767267927917.jpg,informative,120,120,JPEG,RGB,9.2919921875,421cd03c0a3620d7eaca0b37f0539d0f
data\raw\informative\informative_21_1767267928680.jpg,informative_21_1767267928680.jpg,informative,120,120,JPEG,RGB,7.9462890625,5f27f9cafeb0cb08647f8391a18368f4
data\raw\informative\informative_221_1767268089389.jpg,informative_221_1767268089389.jpg,informative,120,120,JPEG,RGB,4.361328125,de558c3ad0f775d9f468bff15539db95
data\raw\informative\informative_22_1767267929448.jpg,informative_22_1767267929448.jpg,informative,120,120,JPEG,RGB,8.0576171875,1c8e36725f51a12330983a3e21aa6cb1
data\raw\informative\informative_23_1767267930243.jpg,informative_23_1767267930243.jpg,informative,120,120,JPEG,RGB,9.1669921875,712f5b7062b0713ea604bdfd6f223ab3
data\raw\informative\informative_24_1767267931012.jpg,informative_24_1767267931012.jpg,informative,120,120,JPEG,RGB,9.3671875,a78b7e593c36b8d8426db521e7cd30e3
data\raw\informative\informative_25_1767267931796.jpg,informative_25_1767267931796.jpg,informative,120,120,JPEG,RGB,9.158203125,7189482adbde35d3c279997edbc49074
data\raw\informative\informative_263_1767976849647.jpg,informative_263_1767976849647.jpg,informative,140,140,JPEG,RGB,17.9462890625,93d4b234d146cc288786b4b9e03e7993
data\raw\informative\informative_268_1767976852370.jpg,informative_268_1767976852370.jpg,informative,162,116,JPEG,RGB,12.2314453125,2ab238eeca5abfd561e0f39c0d54b193
data\raw\informative\informative_269_1767976853534.jpg,informative_269_1767976853534.jpg,informative,162,91,JPEG,RGB,9.109375,f4d27481584a3da1a41377f11959b0cb
data\raw\informative\informative_26_1767267932630.jpg,informative_26_1767267932630.jpg,informative,120,120,JPEG,RGB,9.1201171875,0047063007e8710ee49fb8dbbaf8bb50
data\raw\informative\informative_275_1767976883507.jpg,informative_275_1767976883507.jpg,informative,162,115,JPEG,RGB,11.73046875,1217fbf428a181f4f2b6574ce072abed
data\raw\informative\informative_278_1767976885532.jpg,informative_278_1767976885532.jpg,informative,162,121,JPEG,RGB,9.5205078125,8b689d6f5e31b1114611751f1ac1a48c
data\raw\informative\informative_27_1767267933420.jpg,informative_27_1767267933420.jpg,informative,120,120,JPEG,RGB,8.751953125,318cf596d6f73614c9a9c8ef69769497
data\raw\informative\informative_280_1767976886508.jpg,informative_280_1767976886508.jpg,informative,98,140,JPEG,RGB,5.447265625,b84c247493443eb58c251c9779ee665c
data\raw\informative\informative_28_1767267935330.jpg,informative_28_1767267935330.jpg,informative,120,120,JPEG,RGB,8.955078125,ddd1900978f35ab9b05ab48e0fe97d9d
data\raw\informative\informative_292_1767976939426.jpg,informative_292_1767976939426.jpg,informative,162,108,JPEG,RGB,5.248046875,a4d3ab9756ed2ddc2f35ded8f62f8e93
data\raw\informative\informative_293_1767976939921.jpg,informative_293_1767976939921.jpg,informative,140,140,JPEG,RGB,8.3154296875,e8236fbf81cf9bc6f402997e13a6a0ce
data\raw\informative\informative_294_1767976940403.jpg,informative_294_1767976940403.jpg,informative,162,115,JPEG,RGB,5.9306640625,9bcd6bdcce1a3f507c1ebe12d41ac9b7
data\raw\informative\informative_295_1767976940899.jpg,informative_295_1767976940899.jpg,informative,162,127,JPEG,RGB,11.17578125,71bcc066a4db6717a9188451170fd778
data\raw\informative\informative_296_1767976941400.jpg,informative_296_1767976941400.jpg,informative,162,105,JPEG,RGB,9.4072265625,fdd51b2d0db85f94a75ec043dc259a05
data\raw\informative\informative_297_1767976942375.jpg,informative_297_1767976942375.jpg,informative,140,140,JPEG,RGB,6.8818359375,6a0e7620621be7db7151223c7f6b4c0a
data\raw\informative\informative_298_1767976942845.jpg,informative_298_1767976942845.jpg,informative,162,115,JPEG,RGB,8.4541015625,91fb815e900e276d5fdbced9c0f2a645
data\raw\informative\informative_299_1767976943383.jpg,informative_299_1767976943383.jpg,informative,140,140,JPEG,RGB,8.802734375,9226e931d28b56b22635758cfbe82819
data\raw\informative\informative_29_1767267936099.jpg,informative_29_1767267936099.jpg,informative,120,120,JPEG,RGB,9.0966796875,3792f9557dea17903649d947c13e792a
data\raw\informative\informative_300_1767976943959.jpg,informative_300_1767976943959.jpg,informative,156,140,JPEG,RGB,8.25390625,95c8087248bed5766432190c1c38597c
data\raw\informative\informative_301_1767976944443.jpg,informative_301_1767976944443.jpg,informative,162,92,JPEG,RGB,9.2275390625,3b0d807d1b29eca418308e97b1ae1fc1
data\raw\informative\informative_302_1767976944913.jpg,informative_302_1767976944913.jpg,informative,162,121,JPEG,RGB,10.2265625,02ede7a1fd9f09438d60669837510839
data\raw\informative\informative_303_1767976945415.jpg,informative_303_1767976945415.jpg,informative,140,140,JPEG,RGB,6.056640625,0398a49d86e3eb0c14c6764dacd166b6
data\raw\informative\informative_304_1767976945944.jpg,informative_304_1767976945944.jpg,informative,140,140,JPEG,RGB,5.7119140625,5182c8050043a02822634a6c71da032f
data\raw\informative\informative_305_1767976946445.jpg,informative_305_1767976946445.jpg,informative,162,121,JPEG,RGB,10.7158203125,35c45497a745b87092b9a4398eb42a62
data\raw\informative\informative_306_1767976946940.jpg,informative_306_1767976946940.jpg,informative,162,115,JPEG,RGB,9.41796875,850c9e01399d02782577efabeacbac4c
data\raw\informative\informative_307_1767976947416.jpg,informative_307_1767976947416.jpg,informative,162,121,JPEG,RGB,8.880859375,e176147fd619ca18be4ca8aa20e01edc
data\raw\informative\informative_308_1767976971093.jpg,informative_308_1767976971093.jpg,informative,162,135,JPEG,RGB,5.5595703125,b522f5dba2365ae7a6dc06ed3942a06a
data\raw\informative\informative_309_1767976971661.jpg,informative_309_1767976971661.jpg,informative,140,140,JPEG,RGB,11.8681640625,a758c27f4d91d55293c86660b16c3593
data\raw\informative\informative_30_1767267936915.jpg,informative_30_1767267936915.jpg,informative,120,120,JPEG,RGB,8.572265625,7b0ff98be555e0a64d8f0b61ee785e51
data\raw\informative\informative_310_1767976972158.jpg,informative_310_1767976972158.jpg,informative,162,109,JPEG,RGB,11.1640625,2afc8ebb0e0adfc731dee6afa325fde9
data\raw\informative\informative_311_1767976973202.jpg,informative_311_1767976973202.jpg,informative,162,135,JPEG,RGB,5.9609375,4c6f5753a4557f1274abdd9357231a64
data\raw\informative\informative_312_1767976973684.jpg,informative_312_1767976973684.jpg,informative,153,140,JPEG,RGB,13.1494140625,bb6e4f95ae1f6bd30de16782e60c3a29
data\raw\informative\informative_313_1767976974170.jpg,informative_313_1767976974170.jpg,informative,162,94,JPEG,RGB,7.2041015625,1332f73e85a8a3897deb49c44201ee34
data\raw\informative\informative_314_1767976974664.jpg,informative_314_1767976974664.jpg,informative,162,135,JPEG,RGB,5.5009765625,f6daba30870ffddc5c9aec2fd7e785db
data\raw\informative\informative_315_1767976976304.jpg,informative_315_1767976976304.jpg,informative,162,91,JPEG,RGB,9.359375,147e3efb4dc2cf07960da2ee8b1d0051
data\raw\informative\informative_316_1767976976823.jpg,informative_316_1767976976823.jpg,informative,162,108,JPEG,RGB,8.0673828125,a79b26a07b813cd08ed40dedc1e26e25
data\raw\informative\informative_317_1767976977329.jpg,informative_317_1767976977329.jpg,informative,162,91,JPEG,RGB,11.35546875,2dfa91326541f64883c4f36cabda9b18
data\raw\informative\informative_318_1767977005605.jpg,informative_318_1767977005605.jpg,informative,140,140,JPEG,RGB,9.40234375,3297f901f734bc137e70188f6e7f8680
data\raw\informative\informative_319_1767977006158.jpg,informative_319_1767977006158.jpg,informative,101,140,JPEG,RGB,9.9912109375,7fba1acdaf6f6fb3e3b03610b33fbe30
data\raw\informative\informative_31_1767267937763.jpg,informative_31_1767267937763.jpg,informative,120,120,JPEG,RGB,8.796875,0e6da237880bbadbfe590e45fa3907d9
data\raw\informative\informative_320_1767977006650.jpg,informative_320_1767977006650.jpg,informative,140,140,JPEG,RGB,10.1630859375,6af44e023d764621d4da735e10fb87df
data\raw\informative\informative_32_1767267938529.jpg,informative_32_1767267938529.jpg,informative,120,120,JPEG,RGB,9.1435546875,b45279411fba844adde8afc33d82d663
data\raw\informative\informative_33_1767267939325.jpg,informative_33_1767267939325.jpg,informative,120,120,JPEG,RGB,8.3505859375,ddf2a87b5949ac3cbb53faf356f661d1
data\raw\informative\informative_34_1767267940103.jpg,informative_34_1767267940103.jpg,informative,120,120,JPEG,RGB,8.1982421875,4397a6b7af7071350b2498b1f9a48765
data\raw\informative\informative_35_1767267940886.jpg,informative_35_1767267940886.jpg,informative,120,120,JPEG,RGB,8.6728515625,937472bac6191c8acdfd8bb1ce0a2add
data\raw\informative\informative_36_1767267941669.jpg,informative_36_1767267941669.jpg,informative,120,120,JPEG,RGB,8.251953125,f128a61e822df5034881649067a7f98f
data\raw\informative\informative_37_1767267942423.jpg,informative_37_1767267942423.jpg,informative,120,120,JPEG,RGB,8.060546875,233da3ca1b7c63d252fd0ff9d8e23427
data\raw\informative\informative_383_1767268217599.jpg,informative_383_1767268217599.jpg,informative,120,106,JPEG,RGB,7.1142578125,d3cf388fb6c2f7d616d208615fd4132f
data\raw\informative\informative_38_1767267943203.jpg,informative_38_1767267943203.jpg,informative,120,120,JPEG,RGB,8.7734375,5b2dbdf22cbc936045ad72cc2e0c4976
data\raw\informative\informative_39_1767267943979.jpg,informative_39_1767267943979.jpg,informative,120,120,JPEG,RGB,8.1220703125,3e292e8eb1c8ef464bf1e72c8b2ed4c6
data\raw\informative\informative_40_1767267944772.jpg,informative_40_1767267944772.jpg,informative,120,120,JPEG,RGB,8.1328125,e7712a78705941bb0754284e73f53e86
data\raw\informative\informative_41_1767267945624.jpg,informative_41_1767267945624.jpg,informative,120,120,JPEG,RGB,8.236328125,fc9d8226b1af7ee65cfe60b1d3eba7a9
data\raw\informative\informative_42_1767267946525.jpg,informative_42_1767267946525.jpg,informative,120,120,JPEG,RGB,8.611328125,9eb07e9468513b0d25e69dbf2a971af4
data\raw\informative\informative_43_1767267947355.jpg,informative_43_1767267947355.jpg,informative,120,120,JPEG,RGB,8.4765625,3cda58048f657abd60bc589e85b5b50b
data\raw\informative\informative_44_1767267948181.jpg,informative_44_1767267948181.jpg,informative,120,120,JPEG,RGB,8.9638671875,731b04f8aba830361b72a5015bf3b0af
